x1,x2,x3,x4
1.295702699161473,0.18117481900218935,-0.16349849916188286,0.4462573148957456
1.4366758633777255,0.47867728058629444,-0.5586492218775351,0.14561551908746595
3.151937896751682,-0.4866432339833857,0.07478186147154453,0.9794557597002496
0.4247120197768215,3.491135613542254,2.009308784510044,0.35423753913640454
2.739794910180276,-0.5365177961050531,-0.21666528214261183,-0.40127839630051987
2.4079386676553076,2.585390019748489,1.3722589810326253,-0.3791727740217419
1.0151361708295958,-0.2780149358554036,-0.1192127446293344,0.3929527434936264
1.1047624830837992,1.5563213274562786,-0.7411539209093165,3.9976744280681995
3.1292418203623207,1.1238461774452118,0.5728053436716074,-0.34784543719043803
1.1428040566531936,-0.5157749235874765,0.17078758354582857,0.15985383571625644
1.741311676353698,-0.17875041718677787,2.334703115177077,-0.06014571969090676
0.13989141451243747,-0.609283666246132,-0.7317220132209864,-0.895946876553551
1.323742177332326,-0.2703045690570942,0.4337736142213373,0.5455025049225122
1.0673421507447585,-0.7856122344884457,-0.11318147492199371,0.9770959383583486
0.5432015875549328,0.21438764032797164,4.822083086102557,0.22450090557857671
1.8230370169568473,1.1285805487245577,0.8761241095919712,0.881463255060229
0.6027029785217972,0.4713674177890348,-0.32717857604736367,1.7241950565580053
0.9220986344689723,1.1404891031308053,0.4072822618374352,0.6438742187881201
1.034693803161625,-0.11743921437498439,0.2768385524134467,1.0275365496453608
2.3632182537241446,-0.6855360605574077,0.6076849475465889,0.4330193632292798
0.911537851004169,-0.7145035456596969,0.2428659765371859,-0.007489723515605395
1.9657727991505691,-0.38978346207091263,0.4752271588994117,0.8074720354461176
1.435074766313793,-0.36100027916458577,-0.11181886972716204,3.767503298555388
1.5139562061712875,-0.24019085381269123,0.5674260537943037,-0.5920354912520207
1.1261920083509587,-0.1890741574355591,-0.6538816636165048,-0.07683591029774961
3.460920307620217,-0.7288462564588306,0.35557895007702633,1.6810558118289722
2.9024932736871873,-0.2843363033639804,0.6823095054393122,-0.49378331012731447
1.921600179465794,-0.5317333299644402,-0.080797047412275,-0.6463668894300028
1.8431871750176003,0.2910991492987114,0.16937727226475907,-0.1488307977609098
1.0060896354383613,-0.48940922647600227,4.045625973089983,-0.2646824533326744
0.637034159347105,-0.5578915273702946,0.48675464469001994,-0.4484412183329889
1.707047806919189,-0.594683290392624,-0.3393040217800817,1.2299739561898453
1.750587023943781,0.9850912582333824,2.405104770191231,-0.04208938802107853
4.075485506098302,1.8761247500024987,3.824235046887159,-0.12521379510347763
1.3803898299173119,-0.1810206720440939,-0.22198994501413605,0.9318911897807662
1.0686966444288624,0.10411677852253964,-0.7386656181380638,0.6857280909037673
0.9448759109732359,0.28610935499402035,0.5253176365642873,0.3147856544514456
2.2958176998604465,-0.06068604957710666,2.8453019424271853,-0.8146436464288392
2.929863455298238,-0.7777020413880738,0.6295195183341691,-0.26814379147362577
3.3429347757692174,-0.0566694863000311,-0.5240457994223842,-0.37221410873646044
1.221022650897742,0.7315122593336643,-0.584802861508799,0.8059537134920569
2.4535181567210884,-0.24587442262336257,-0.788323120081469,0.6696817846478451
10.460471517678567,0.012247356269700305,0.4682627353928317,0.1012379807591528
5.08166784678209,0.12884832356505482,0.30223396117366796,-0.7287954805602256
2.2327533238316604,0.14555384325005116,1.0762640187176342,-0.8123152442550492
3.226251026438974,-0.7116320386040842,6.593381104450019,0.03978101936967948
1.9198325439871011,0.6459624305689846,-0.08531176702738807,-0.060788695897656564
3.2579071588007347,-0.6272019670983291,3.5674051244657505,2.590593019355749
0.3382785588822237,-0.4484361743418104,-0.007398252966921204,0.5088237663534367
2.9492878367838475,1.706897881368731,0.9119234802120197,-0.013096750308427052
2.4905719834919324,-0.7649551380971868,-0.511911364612728,-0.24336509918150984
0.30255891741487195,-0.20168690455720806,0.0626745791044585,-0.0848972506930914
0.19521491577724603,-0.5422202849988769,-0.16416514436227547,0.2778433424918221
-0.0546176585798378,-0.18603405717616506,0.16718562775699786,-0.2998470845938783
2.032603974581717,-0.6849017600199232,0.16511820624938922,0.13030929842361627
0.7986006852878083,-0.04740794471649146,0.372070531418895,-0.46555240365525574
